,Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
16449,PIB Total,2014-03-06,2/2014,1.34,1.2,0.76,-0.3,3.0,45.0,0
16450,PIB Total,2014-03-06,1/2015,1.86,1.99,0.44,0.7,2.5,25.0,0
16451,PIB Total,2014-03-07,2/2014,1.34,1.2,0.76,-0.3,3.0,46.0,0
16452,PIB Total,2014-03-07,1/2015,1.85,1.94,0.44,0.7,2.5,26.0,0
16453,PIB Total,2014-03-07,3/2014,1.94,1.9,0.55,0.9,3.5,46.0,0
16454,PIB Total,2014-03-07,2/2015,1.81,1.9,0.52,0.99,2.5,9.0,0
16455,PIB Total,2014-03-07,4/2014,1.99,1.89,0.59,0.5,3.5,44.0,0
16456,PIB Total,2014-03-07,1/2014,1.78,1.9,0.54,0.2,3.4,48.0,0
16457,PIB Total,2014-03-10,4/2014,2.01,1.91,0.6,0.5,3.5,45.0,0
16458,PIB Total,2014-03-10,1/2014,1.8,1.9,0.54,0.2,3.4,48.0,0
16459,PIB Total,2014-03-10,2/2014,1.35,1.2,0.75,-0.3,3.0,47.0,0
16460,PIB Total,2014-03-10,1/2015,1.87,1.99,0.45,0.7,2.5,27.0,0
16461,PIB Total,2014-03-10,3/2014,1.94,1.9,0.55,0.9,3.5,47.0,0
16462,PIB Total,2014-03-10,2/2015,1.92,1.95,0.58,0.99,2.88,10.0,0
16463,PIB Total,2014-03-11,2/2015,1.76,1.9,0.76,0.12,2.88,11.0,0
16464,PIB Total,2014-03-11,4/2014,2.01,1.91,0.6,0.5,3.5,45.0,0
16465,PIB Total,2014-03-11,1/2014,1.81,1.9,0.55,0.2,3.4,48.0,0
16466,PIB Total,2014-03-11,2/2014,1.35,1.2,0.75,-0.3,3.0,47.0,0
16467,PIB Total,2014-03-11,1/2015,1.9,1.99,0.4,1.23,2.5,26.0,0
16468,PIB Total,2014-03-11,3/2014,1.94,1.9,0.55,0.9,3.5,47.0,0
16469,PIB Total,2014-03-12,2/2015,1.76,1.9,0.76,0.12,2.88,11.0,0
16470,PIB Total,2014-03-12,4/2014,2.01,1.91,0.6,0.5,3.5,45.0,0
16471,PIB Total,2014-03-12,1/2014,1.84,1.9,0.5,0.8,3.4,48.0,0
16472,PIB Total,2014-03-12,2/2014,1.37,1.2,0.72,0.3,3.0,47.0,0
16473,PIB Total,2014-03-12,1/2015,1.9,1.99,0.4,1.23,2.5,26.0,0
16474,PIB Total,2014-03-12,3/2014,1.96,1.9,0.53,0.9,3.5,47.0,0
16475,PIB Total,2014-03-13,3/2014,1.97,1.9,0.52,1.05,3.5,43.0,0
16476,PIB Total,2014-03-13,2/2015,1.76,1.9,0.76,0.12,2.88,11.0,0
16477,PIB Total,2014-03-13,4/2014,2.02,1.91,0.55,1.2,3.5,41.0,0
16478,PIB Total,2014-03-13,1/2014,1.86,1.9,0.48,0.8,3.4,44.0,0
16479,PIB Total,2014-03-13,2/2014,1.34,1.2,0.74,0.3,3.0,43.0,0
16480,PIB Total,2014-03-13,1/2015,1.93,2.0,0.4,1.23,2.5,24.0,0
16481,PIB Total,2014-03-14,3/2014,1.93,1.89,0.53,0.9,3.5,44.0,0
16482,PIB Total,2014-03-14,2/2015,1.68,1.89,0.77,0.12,2.88,12.0,0
16483,PIB Total,2014-03-14,4/2014,1.97,1.89,0.59,0.5,3.5,42.0,0
16484,PIB Total,2014-03-14,1/2014,1.82,1.9,0.45,0.8,2.73,45.0,0
16485,PIB Total,2014-03-14,2/2014,1.33,1.2,0.73,0.3,3.0,44.0,0
16486,PIB Total,2014-03-14,1/2015,1.85,1.99,0.51,0.3,2.5,24.0,0
16487,PIB Total,2014-03-17,1/2014,1.79,1.9,0.42,0.8,2.6,43.0,0
16488,PIB Total,2014-03-17,2/2014,1.32,1.2,0.71,0.3,3.0,41.0,0
16489,PIB Total,2014-03-17,1/2015,1.84,1.99,0.5,0.3,2.5,22.0,0
16490,PIB Total,2014-03-17,3/2014,1.94,1.9,0.55,0.9,3.5,41.0,0
16491,PIB Total,2014-03-17,2/2015,1.68,1.89,0.77,0.12,2.88,12.0,0
16492,PIB Total,2014-03-17,4/2014,1.96,1.87,0.6,0.5,3.5,39.0,0
16493,PIB Total,2014-03-18,4/2014,1.91,1.8,0.57,0.5,3.5,41.0,0
16494,PIB Total,2014-03-18,1/2014,1.81,1.9,0.42,0.8,2.6,45.0,0
16495,PIB Total,2014-03-18,2/2014,1.31,1.2,0.7,0.3,3.0,43.0,0
16496,PIB Total,2014-03-18,1/2015,1.86,2.0,0.49,0.3,2.5,23.0,0
16497,PIB Total,2014-03-18,3/2014,1.92,1.9,0.54,0.9,3.5,43.0,0
16498,PIB Total,2014-03-18,2/2015,1.68,1.89,0.77,0.12,2.88,12.0,0
16499,PIB Total,2014-03-19,3/2014,1.92,1.9,0.54,0.9,3.5,43.0,0
16500,PIB Total,2014-03-19,2/2015,1.68,1.89,0.77,0.12,2.88,12.0,0
16501,PIB Total,2014-03-19,4/2014,1.91,1.8,0.57,0.5,3.5,41.0,0
16502,PIB Total,2014-03-19,1/2014,1.81,1.9,0.42,0.8,2.6,45.0,0
16503,PIB Total,2014-03-19,2/2014,1.31,1.2,0.7,0.3,3.0,43.0,0
16504,PIB Total,2014-03-19,1/2015,1.86,2.0,0.49,0.3,2.5,23.0,0
16505,PIB Total,2014-03-20,2/2014,1.33,1.2,0.69,0.3,3.0,47.0,0
16506,PIB Total,2014-03-20,1/2015,1.88,2.0,0.48,0.3,2.5,25.0,0
16507,PIB Total,2014-03-20,3/2014,1.95,1.9,0.53,0.9,3.5,47.0,0
16508,PIB Total,2014-03-20,2/2015,1.74,1.89,0.75,0.12,2.88,14.0,0
16509,PIB Total,2014-03-20,4/2014,1.92,1.8,0.57,0.5,3.5,45.0,0
16510,PIB Total,2014-03-20,1/2014,1.83,1.9,0.44,0.8,2.8,49.0,0
16511,PIB Total,2014-03-21,2/2014,1.34,1.22,0.7,0.3,3.0,46.0,0
16512,PIB Total,2014-03-21,1/2015,1.86,2.0,0.49,0.3,2.5,24.0,0
16513,PIB Total,2014-03-21,3/2014,1.96,1.9,0.53,0.9,3.5,46.0,0
16514,PIB Total,2014-03-21,2/2015,1.74,1.89,0.75,0.12,2.88,14.0,0
16515,PIB Total,2014-03-21,4/2014,1.91,1.8,0.57,0.5,3.5,44.0,0
16516,PIB Total,2014-03-21,1/2014,1.86,1.92,0.42,0.8,2.8,48.0,0
16517,PIB Total,2014-03-24,2/2014,1.32,1.2,0.68,0.3,3.0,45.0,0
16518,PIB Total,2014-03-24,1/2015,1.85,2.0,0.48,0.3,2.5,24.0,0
16519,PIB Total,2014-03-24,3/2014,1.95,1.9,0.53,0.9,3.5,45.0,0
16520,PIB Total,2014-03-24,2/2015,1.77,1.9,0.74,0.12,2.88,15.0,0
16521,PIB Total,2014-03-24,4/2014,1.88,1.8,0.56,0.5,3.5,43.0,0
16522,PIB Total,2014-03-24,1/2014,1.86,1.9,0.43,0.8,2.8,47.0,0
16523,PIB Total,2014-03-25,3/2014,1.93,1.9,0.51,0.9,3.5,45.0,0
16524,PIB Total,2014-03-25,2/2015,1.76,1.88,0.7,0.12,2.88,17.0,0
16525,PIB Total,2014-03-25,4/2014,1.85,1.8,0.56,0.5,3.5,43.0,0
16526,PIB Total,2014-03-25,1/2014,1.87,1.93,0.42,0.8,2.8,47.0,0
16527,PIB Total,2014-03-25,2/2014,1.31,1.2,0.67,0.3,3.0,45.0,0
16528,PIB Total,2014-03-25,1/2015,1.82,1.95,0.48,0.3,2.5,26.0,0
16529,PIB Total,2014-03-26,2/2014,1.31,1.2,0.67,0.3,3.0,45.0,0
16530,PIB Total,2014-03-26,1/2015,1.82,1.95,0.48,0.3,2.5,26.0,0
16531,PIB Total,2014-03-26,3/2014,1.93,1.9,0.51,0.9,3.5,45.0,0
16532,PIB Total,2014-03-26,2/2015,1.76,1.88,0.7,0.12,2.88,17.0,0
16533,PIB Total,2014-03-26,4/2014,1.85,1.8,0.56,0.5,3.5,43.0,0
16534,PIB Total,2014-03-26,1/2014,1.87,1.93,0.42,0.8,2.8,47.0,0
16535,PIB Total,2014-03-27,1/2015,1.82,1.95,0.48,0.3,2.5,26.0,0
16536,PIB Total,2014-03-27,3/2014,1.93,1.9,0.51,0.9,3.5,45.0,0
16537,PIB Total,2014-03-27,2/2015,1.76,1.88,0.7,0.12,2.88,17.0,0
16538,PIB Total,2014-03-27,4/2014,1.85,1.8,0.56,0.5,3.5,43.0,0
16539,PIB Total,2014-03-27,1/2014,1.87,1.93,0.42,0.8,2.8,47.0,0
16540,PIB Total,2014-03-27,2/2014,1.31,1.2,0.67,0.3,3.0,45.0,0
16541,PIB Total,2014-03-28,2/2015,1.76,1.88,0.7,0.12,2.88,17.0,0
16542,PIB Total,2014-03-28,4/2014,1.85,1.8,0.56,0.5,3.5,43.0,0
16543,PIB Total,2014-03-28,1/2014,1.87,1.93,0.42,0.8,2.8,47.0,0
16544,PIB Total,2014-03-28,2/2014,1.31,1.2,0.67,0.3,3.0,45.0,0
16545,PIB Total,2014-03-28,1/2015,1.82,1.95,0.48,0.3,2.5,26.0,0
16546,PIB Total,2014-03-28,3/2014,1.93,1.9,0.51,0.9,3.5,45.0,0
16547,PIB Total,2014-03-31,2/2014,1.26,1.2,0.66,0.3,3.0,40.0,0
16548,PIB Total,2014-03-31,1/2015,1.8,1.9,0.49,0.3,2.5,25.0,0
16549,PIB Total,2014-03-31,3/2014,1.9,1.9,0.51,0.9,3.5,41.0,0
16550,PIB Total,2014-03-31,2/2015,1.73,1.88,0.71,0.12,2.88,16.0,0
16551,PIB Total,2014-03-31,4/2014,1.79,1.7,0.5,0.5,3.0,39.0,0
16552,PIB Total,2014-03-31,1/2014,1.88,1.93,0.41,1.0,2.8,43.0,0
16553,PIB Total,2014-04-01,2/2014,1.26,1.2,0.71,-0.5,3.0,41.0,0
16554,PIB Total,2014-04-01,1/2015,1.8,1.9,0.49,0.3,2.5,25.0,0
16555,PIB Total,2014-04-01,3/2014,1.91,1.9,0.5,0.9,3.5,42.0,0
16556,PIB Total,2014-04-01,2/2015,1.73,1.88,0.71,0.12,2.88,16.0,0
16557,PIB Total,2014-04-01,4/2014,1.79,1.75,0.49,0.5,3.0,40.0,0
16558,PIB Total,2014-04-01,1/2014,1.88,1.94,0.41,1.0,2.8,44.0,0
16559,PIB Total,2014-04-02,1/2014,1.88,1.94,0.41,1.0,2.8,44.0,0
16560,PIB Total,2014-04-02,2/2014,1.26,1.2,0.71,-0.5,3.0,41.0,0
16561,PIB Total,2014-04-02,1/2015,1.8,1.9,0.49,0.3,2.5,25.0,0
16562,PIB Total,2014-04-02,3/2014,1.91,1.9,0.5,0.9,3.5,42.0,0
16563,PIB Total,2014-04-02,2/2015,1.72,1.87,0.69,0.12,2.88,17.0,0
16564,PIB Total,2014-04-02,4/2014,1.79,1.75,0.49,0.5,3.0,40.0,0
16565,PIB Total,2014-04-03,2/2015,1.65,1.87,0.81,-0.15,2.88,17.0,0
16566,PIB Total,2014-04-03,4/2014,1.78,1.75,0.5,0.5,3.0,40.0,0
16567,PIB Total,2014-04-03,1/2014,1.9,1.97,0.42,1.0,2.8,44.0,0
16568,PIB Total,2014-04-03,2/2014,1.28,1.2,0.7,-0.5,3.0,41.0,0
16569,PIB Total,2014-04-03,1/2015,1.76,1.9,0.57,0.22,2.5,25.0,0
16570,PIB Total,2014-04-03,3/2014,1.91,1.9,0.5,0.9,3.5,42.0,0
16571,PIB Total,2014-04-04,1/2015,1.76,1.9,0.57,0.22,2.5,25.0,0
16572,PIB Total,2014-04-04,3/2014,1.91,1.9,0.5,0.9,3.5,42.0,0
16573,PIB Total,2014-04-04,2/2015,1.65,1.87,0.81,-0.15,2.88,17.0,0
16574,PIB Total,2014-04-04,4/2014,1.78,1.75,0.5,0.5,3.0,40.0,0
16575,PIB Total,2014-04-04,1/2014,1.9,1.97,0.42,1.0,2.8,44.0,0
16576,PIB Total,2014-04-04,2/2014,1.28,1.2,0.7,-0.5,3.0,41.0,0
16577,PIB Total,2014-04-07,2/2014,1.27,1.2,0.71,-0.5,3.0,40.0,0
16578,PIB Total,2014-04-07,1/2015,1.79,2.0,0.57,0.22,2.5,25.0,0
16579,PIB Total,2014-04-07,3/2014,1.92,1.9,0.48,0.9,3.5,41.0,0
16580,PIB Total,2014-04-07,2/2015,1.7,1.88,0.82,-0.15,2.88,17.0,0
16581,PIB Total,2014-04-07,4/2014,1.79,1.8,0.47,0.5,2.92,39.0,0
16582,PIB Total,2014-04-07,1/2014,1.89,1.94,0.41,1.0,2.8,43.0,0
16583,PIB Total,2014-04-08,2/2014,1.26,1.2,0.7,-0.5,3.0,41.0,0
16584,PIB Total,2014-04-08,1/2015,1.79,2.0,0.57,0.22,2.5,25.0,0
16585,PIB Total,2014-04-08,3/2014,1.92,1.9,0.48,0.9,3.5,41.0,0
16586,PIB Total,2014-04-08,2/2015,1.7,1.88,0.82,-0.15,2.88,17.0,0
16587,PIB Total,2014-04-08,4/2014,1.79,1.8,0.47,0.5,2.92,39.0,0
16588,PIB Total,2014-04-08,1/2014,1.87,1.92,0.44,0.8,2.8,44.0,0
16589,PIB Total,2014-04-09,2/2015,1.7,1.88,0.82,-0.15,2.88,17.0,0
16590,PIB Total,2014-04-09,4/2014,1.79,1.8,0.47,0.5,2.92,39.0,0
16591,PIB Total,2014-04-09,1/2014,1.87,1.92,0.44,0.8,2.8,44.0,0
16592,PIB Total,2014-04-09,2/2014,1.26,1.2,0.7,-0.5,3.0,41.0,0
16593,PIB Total,2014-04-09,1/2015,1.79,2.0,0.57,0.22,2.5,25.0,0
16594,PIB Total,2014-04-09,3/2014,1.92,1.9,0.48,0.9,3.5,41.0,0
16595,PIB Total,2014-04-10,4/2014,1.79,1.8,0.47,0.5,2.92,39.0,0
16596,PIB Total,2014-04-10,1/2014,1.87,1.92,0.44,0.8,2.8,44.0,0
16597,PIB Total,2014-04-10,2/2014,1.26,1.2,0.7,-0.5,3.0,41.0,0
16598,PIB Total,2014-04-10,1/2015,1.79,2.0,0.57,0.22,2.5,25.0,0
16599,PIB Total,2014-04-10,3/2014,1.92,1.9,0.48,0.9,3.5,41.0,0
16600,PIB Total,2014-04-10,2/2015,1.7,1.88,0.82,-0.15,2.88,17.0,0
16601,PIB Total,2014-04-11,3/2014,1.87,1.9,0.48,0.9,3.5,41.0,0
16602,PIB Total,2014-04-11,2/2015,1.7,1.88,0.82,-0.15,2.88,17.0,0
16603,PIB Total,2014-04-11,4/2014,1.77,1.75,0.49,0.5,2.92,40.0,0
16604,PIB Total,2014-04-11,1/2014,1.87,1.92,0.44,0.8,2.8,44.0,0
16605,PIB Total,2014-04-11,2/2014,1.19,1.2,0.69,-0.5,3.0,41.0,0
16606,PIB Total,2014-04-11,1/2015,1.76,1.95,0.58,0.22,2.5,26.0,0
16607,PIB Total,2014-04-14,2/2014,1.13,1.1,0.67,-0.5,3.0,39.0,0
16608,PIB Total,2014-04-14,1/2015,1.67,1.68,0.6,0.22,2.5,25.0,0
16609,PIB Total,2014-04-14,3/2014,1.78,1.86,0.41,0.9,2.5,39.0,0
16610,PIB Total,2014-04-14,2/2015,1.61,1.88,0.89,-0.15,2.88,18.0,0
16611,PIB Total,2014-04-14,4/2014,1.74,1.7,0.51,0.5,2.92,39.0,0
16612,PIB Total,2014-04-14,1/2014,1.86,1.92,0.44,0.8,2.8,42.0,0
16613,PIB Total,2014-04-15,3/2014,1.78,1.86,0.41,0.9,2.5,39.0,0
16614,PIB Total,2014-04-15,2/2015,1.61,1.88,0.89,-0.15,2.88,18.0,0
16615,PIB Total,2014-04-15,4/2014,1.74,1.7,0.51,0.5,2.92,39.0,0
16616,PIB Total,2014-04-15,1/2014,1.86,1.92,0.44,0.8,2.8,42.0,0
16617,PIB Total,2014-04-15,2/2014,1.13,1.1,0.67,-0.5,3.0,39.0,0
16618,PIB Total,2014-04-15,1/2015,1.67,1.68,0.6,0.22,2.5,25.0,0
16619,PIB Total,2014-04-16,3/2014,1.78,1.86,0.41,0.9,2.5,40.0,0
16620,PIB Total,2014-04-16,2/2015,1.58,1.8,0.84,-0.15,2.88,19.0,0
16621,PIB Total,2014-04-16,4/2014,1.73,1.7,0.51,0.5,2.92,40.0,0
16622,PIB Total,2014-04-16,1/2014,1.89,1.97,0.42,1.0,2.8,42.0,0
16623,PIB Total,2014-04-16,2/2014,1.16,1.12,0.67,-0.5,3.0,39.0,0
16624,PIB Total,2014-04-16,1/2015,1.65,1.66,0.58,0.22,2.5,26.0,0
16625,PIB Total,2014-04-17,2/2014,1.18,1.12,0.7,-0.5,3.0,39.0,0
16626,PIB Total,2014-04-17,1/2015,1.64,1.64,0.59,0.22,2.5,25.0,0
16627,PIB Total,2014-04-17,3/2014,1.81,1.86,0.44,0.9,2.9,40.0,0
16628,PIB Total,2014-04-17,2/2015,1.58,1.8,0.84,-0.15,2.88,19.0,0
16629,PIB Total,2014-04-17,4/2014,1.72,1.7,0.51,0.5,2.92,39.0,0
16630,PIB Total,2014-04-17,1/2014,1.89,1.99,0.42,1.0,2.8,41.0,0
16631,PIB Total,2014-04-22,4/2014,1.74,1.7,0.53,0.5,2.92,36.0,0
16632,PIB Total,2014-04-22,1/2014,1.85,1.92,0.41,1.0,2.6,38.0,0
16633,PIB Total,2014-04-22,2/2014,1.17,1.16,0.7,-0.5,3.0,36.0,0
16634,PIB Total,2014-04-22,1/2015,1.62,1.63,0.6,0.22,2.5,24.0,0
16635,PIB Total,2014-04-22,3/2014,1.8,1.87,0.44,0.9,2.9,37.0,0
16636,PIB Total,2014-04-22,2/2015,1.57,1.84,0.86,-0.15,2.88,18.0,0
16637,PIB Total,2014-04-23,2/2015,1.57,1.84,0.86,-0.15,2.88,18.0,0
16638,PIB Total,2014-04-23,4/2014,1.74,1.7,0.53,0.5,2.92,36.0,0
16639,PIB Total,2014-04-23,1/2014,1.85,1.92,0.41,1.0,2.6,38.0,0
16640,PIB Total,2014-04-23,2/2014,1.17,1.16,0.7,-0.5,3.0,36.0,0
16641,PIB Total,2014-04-23,1/2015,1.62,1.63,0.6,0.22,2.5,24.0,0
16642,PIB Total,2014-04-23,3/2014,1.8,1.87,0.44,0.9,2.9,37.0,0
16643,PIB Total,2014-04-24,4/2014,1.74,1.7,0.53,0.5,2.92,36.0,0
16644,PIB Total,2014-04-24,1/2014,1.85,1.92,0.41,1.0,2.6,38.0,0
16645,PIB Total,2014-04-24,2/2014,1.17,1.16,0.7,-0.5,3.0,36.0,0
16646,PIB Total,2014-04-24,1/2015,1.62,1.63,0.6,0.22,2.5,24.0,0
16647,PIB Total,2014-04-24,3/2014,1.8,1.87,0.44,0.9,2.9,37.0,0
16648,PIB Total,2014-04-24,2/2015,1.57,1.84,0.86,-0.15,2.88,18.0,0
16649,PIB Total,2014-04-25,2/2015,1.55,1.8,0.88,-0.15,2.88,17.0,0
16650,PIB Total,2014-04-25,4/2014,1.73,1.7,0.53,0.5,2.92,35.0,0
16651,PIB Total,2014-04-25,1/2014,1.85,1.9,0.41,1.0,2.6,37.0,0
16652,PIB Total,2014-04-25,2/2014,1.18,1.2,0.7,-0.5,3.0,35.0,0
16653,PIB Total,2014-04-25,1/2015,1.59,1.61,0.59,0.22,2.5,23.0,0
16654,PIB Total,2014-04-25,3/2014,1.79,1.86,0.45,0.9,2.9,36.0,0
16655,PIB Total,2014-04-28,4/2014,1.7,1.7,0.51,0.5,2.92,34.0,0
16656,PIB Total,2014-04-28,1/2014,1.85,1.92,0.41,1.0,2.6,36.0,0
16657,PIB Total,2014-04-28,2/2014,1.17,1.16,0.71,-0.5,3.0,34.0,0
16658,PIB Total,2014-04-28,1/2015,1.59,1.61,0.59,0.22,2.5,23.0,0
16659,PIB Total,2014-04-28,3/2014,1.78,1.86,0.45,0.9,2.9,35.0,0
16660,PIB Total,2014-04-28,2/2015,1.55,1.8,0.88,-0.15,2.88,17.0,0
16661,PIB Total,2014-04-29,2/2014,1.18,1.16,0.71,-0.5,3.0,36.0,0
16662,PIB Total,2014-04-29,1/2015,1.64,1.63,0.58,0.3,2.5,24.0,0
16663,PIB Total,2014-04-29,3/2014,1.8,1.86,0.46,0.9,2.9,37.0,0
16664,PIB Total,2014-04-29,2/2015,1.61,1.84,0.8,0.0,2.88,18.0,0
16665,PIB Total,2014-04-29,4/2014,1.73,1.7,0.54,0.5,3.0,36.0,0
16666,PIB Total,2014-04-29,1/2014,1.87,1.97,0.41,1.0,2.6,38.0,0
16667,PIB Total,2014-04-30,3/2014,1.8,1.86,0.45,0.9,2.9,38.0,0
16668,PIB Total,2014-04-30,2/2015,1.64,1.87,0.79,0.0,2.88,19.0,0
16669,PIB Total,2014-04-30,4/2014,1.74,1.7,0.53,0.5,3.0,37.0,0
16670,PIB Total,2014-04-30,1/2014,1.87,1.99,0.4,1.0,2.6,39.0,0
16671,PIB Total,2014-04-30,2/2014,1.18,1.2,0.7,-0.5,3.0,37.0,0
16672,PIB Total,2014-04-30,1/2015,1.66,1.64,0.58,0.3,2.5,25.0,0
16673,PIB Total,2014-05-02,3/2014,1.82,1.86,0.44,0.93,2.9,36.0,0
16674,PIB Total,2014-05-02,2/2015,1.64,1.87,0.79,0.0,2.88,19.0,0
16675,PIB Total,2014-05-02,4/2014,1.76,1.7,0.51,0.84,3.0,35.0,0
16676,PIB Total,2014-05-02,1/2014,1.87,2.0,0.38,1.0,2.52,36.0,0
16677,PIB Total,2014-05-02,2/2014,1.13,1.12,0.68,-0.5,3.0,35.0,0
16678,PIB Total,2014-05-02,1/2015,1.66,1.64,0.58,0.3,2.5,25.0,0
16679,PIB Total,2014-05-05,2/2014,1.17,1.12,0.7,-0.5,3.0,35.0,0
16680,PIB Total,2014-05-05,1/2015,1.68,1.68,0.58,0.3,2.5,25.0,0
16681,PIB Total,2014-05-05,3/2014,1.85,1.86,0.44,0.93,2.9,36.0,0
16682,PIB Total,2014-05-05,2/2015,1.59,1.87,0.74,0.0,2.5,19.0,0
16683,PIB Total,2014-05-05,4/2014,1.74,1.7,0.47,0.84,3.0,35.0,0
16684,PIB Total,2014-05-05,1/2014,1.87,2.0,0.37,1.0,2.51,36.0,0
16685,PIB Total,2014-05-06,1/2015,1.68,1.68,0.58,0.3,2.5,25.0,0
16686,PIB Total,2014-05-06,3/2014,1.85,1.86,0.44,0.93,2.9,36.0,0
16687,PIB Total,2014-05-06,2/2015,1.59,1.87,0.74,0.0,2.5,19.0,0
16688,PIB Total,2014-05-06,4/2014,1.74,1.7,0.47,0.84,3.0,35.0,0
16689,PIB Total,2014-05-06,1/2014,1.87,2.0,0.37,1.0,2.51,36.0,0
16690,PIB Total,2014-05-06,2/2014,1.17,1.12,0.7,-0.5,3.0,35.0,0
16691,PIB Total,2014-05-07,2/2015,1.59,1.87,0.74,0.0,2.5,19.0,0
16692,PIB Total,2014-05-07,4/2014,1.74,1.7,0.47,0.84,3.0,35.0,0
16693,PIB Total,2014-05-07,1/2014,1.87,2.0,0.37,1.0,2.51,36.0,0
16694,PIB Total,2014-05-07,2/2014,1.17,1.12,0.7,-0.5,3.0,35.0,0
16695,PIB Total,2014-05-07,1/2015,1.68,1.68,0.58,0.3,2.5,25.0,0
16696,PIB Total,2014-05-07,3/2014,1.85,1.86,0.44,0.93,2.9,36.0,0
16697,PIB Total,2014-05-08,4/2014,1.71,1.61,0.47,0.84,3.0,35.0,0
16698,PIB Total,2014-05-08,1/2014,1.87,2.0,0.37,1.0,2.51,36.0,0
16699,PIB Total,2014-05-08,2/2014,1.18,1.2,0.71,-0.5,3.0,35.0,0
16700,PIB Total,2014-05-08,1/2015,1.65,1.66,0.56,0.3,2.5,26.0,0
16701,PIB Total,2014-05-08,3/2014,1.82,1.86,0.44,0.93,2.9,36.0,0
16702,PIB Total,2014-05-08,2/2015,1.57,1.84,0.72,0.0,2.5,20.0,0
16703,PIB Total,2014-05-09,3/2014,1.74,1.8,0.47,0.9,2.9,35.0,0
16704,PIB Total,2014-05-09,2/2015,1.56,1.8,0.74,0.0,2.5,19.0,0
16705,PIB Total,2014-05-09,4/2014,1.64,1.6,0.51,0.5,3.0,34.0,0
16706,PIB Total,2014-05-09,1/2014,1.88,2.0,0.37,1.0,2.51,35.0,0
16707,PIB Total,2014-05-09,2/2014,1.14,1.11,0.67,-0.5,2.7,34.0,0
16708,PIB Total,2014-05-09,1/2015,1.65,1.68,0.57,0.3,2.5,25.0,0
16709,PIB Total,2014-05-12,4/2014,1.68,1.61,0.5,0.5,3.0,32.0,0
16710,PIB Total,2014-05-12,1/2014,1.89,2.0,0.38,1.0,2.51,33.0,0
16711,PIB Total,2014-05-12,2/2014,1.24,1.2,0.65,-0.5,2.7,32.0,0
16712,PIB Total,2014-05-12,1/2015,1.67,1.74,0.59,0.3,2.5,22.0,0
16713,PIB Total,2014-05-12,3/2014,1.79,1.85,0.46,0.9,2.9,33.0,0
16714,PIB Total,2014-05-12,2/2015,1.56,1.8,0.74,0.0,2.5,19.0,0
16715,PIB Total,2014-05-13,1/2015,1.67,1.68,0.57,0.3,2.5,23.0,0
16716,PIB Total,2014-05-13,3/2014,1.78,1.83,0.46,0.9,2.9,34.0,0
16717,PIB Total,2014-05-13,2/2015,1.56,1.75,0.72,0.0,2.5,20.0,0
16718,PIB Total,2014-05-13,4/2014,1.67,1.6,0.49,0.5,3.0,33.0,0
16719,PIB Total,2014-05-13,1/2014,1.89,2.0,0.38,1.0,2.51,34.0,0
16720,PIB Total,2014-05-13,2/2014,1.22,1.2,0.65,-0.5,2.7,33.0,0
16721,PIB Total,2014-05-14,3/2014,1.78,1.83,0.46,0.9,2.9,34.0,0
16722,PIB Total,2014-05-14,2/2015,1.56,1.75,0.72,0.0,2.5,20.0,0
16723,PIB Total,2014-05-14,4/2014,1.67,1.6,0.49,0.5,3.0,33.0,0
16724,PIB Total,2014-05-14,1/2014,1.89,2.0,0.38,1.0,2.51,34.0,0
16725,PIB Total,2014-05-14,2/2014,1.22,1.2,0.65,-0.5,2.7,33.0,0
16726,PIB Total,2014-05-14,1/2015,1.67,1.68,0.57,0.3,2.5,23.0,0
16727,PIB Total,2014-05-15,1/2014,1.88,2.0,0.38,1.0,2.51,33.0,0
16728,PIB Total,2014-05-15,2/2014,1.24,1.2,0.65,-0.5,2.7,32.0,0
16729,PIB Total,2014-05-15,1/2015,1.7,1.74,0.57,0.3,2.5,22.0,0
16730,PIB Total,2014-05-15,3/2014,1.8,1.85,0.44,0.9,2.9,33.0,0
16731,PIB Total,2014-05-15,2/2015,1.54,1.7,0.73,0.0,2.5,19.0,0
16732,PIB Total,2014-05-15,4/2014,1.69,1.61,0.48,0.5,3.0,32.0,0
16733,PIB Total,2014-05-16,2/2014,1.22,1.2,0.65,-0.5,2.7,33.0,0
16734,PIB Total,2014-05-16,1/2015,1.67,1.68,0.57,0.3,2.5,23.0,0
16735,PIB Total,2014-05-16,3/2014,1.78,1.83,0.46,0.9,2.9,34.0,0
16736,PIB Total,2014-05-16,2/2015,1.56,1.75,0.72,0.0,2.5,20.0,0
16737,PIB Total,2014-05-16,4/2014,1.67,1.6,0.49,0.5,3.0,33.0,0
16738,PIB Total,2014-05-16,1/2014,1.9,2.0,0.38,1.0,2.51,35.0,0
16739,PIB Total,2014-05-19,2/2015,1.5,1.75,0.7,0.0,2.5,20.0,0
16740,PIB Total,2014-05-19,4/2014,1.68,1.61,0.51,0.5,3.0,33.0,0
16741,PIB Total,2014-05-19,1/2014,1.95,2.0,0.42,1.0,3.24,35.0,0
16742,PIB Total,2014-05-19,2/2014,1.29,1.2,0.6,0.3,2.7,33.0,0
16743,PIB Total,2014-05-19,1/2015,1.64,1.68,0.57,0.3,2.5,23.0,0
